,post_text,followers,friends,favorites,statuses,label
1454,Our 1st special guest for our Charity Football Event @Official_NCFC has confirmed. All will be revealed very soon! http://t.co/qehq1P9QVv,2377,738,3189,5624,1
1455,PLEASE RT: @nuts4nottingham @LeftLion @ExperienceNotts @HappyNottm @WestBridgfdWire @AmberValleyInfo @esnewsteam http://t.co/aCxWpiiVqU,2377,738,3189,5624,1
1456,"After missing the 2014 @Sporting_Future Derby 10k through injury (the week before), I'm back to give it another go! 

http://t.co/UdvD20QWiq",2377,738,3189,5624,1
1457,PLEASE RT: Ilkeston's @afa_footie15 - @069LucyR @SarahTiser @Advertiser_Ed @IlkestonTiser @llsonGnome @IlkestonLife http://t.co/rweKmaqZYt,2377,738,3189,5624,1
1459,PLEASE RT: @NottmBizNews @InvestNott @Notts_TV @NottinghamRocks @eventteamnews @EG_Nottingham @Nottmindiepop http://t.co/zc5oJlbhrt,2377,738,3189,5624,1
1460,"Good morning Monday.......

#Autism #autismparents http://t.co/XJ2FjeBNYP",2377,738,3189,5624,1
1461,"We've now sold nearly 100 tickets for the 'After Party' in just over a week, featuring @garethicke &amp; @themodfathers. http://t.co/bgp6x7xwNm",2377,738,3189,5624,1
1462,@champson72 DM'd you mate! ;-),2377,738,3189,5624,1
1463,@champson72 We've not released names just yet. Just waiting to finalise a press release then all will be revealed mate. 😉,2377,738,3189,5624,1
1465,"This Wednesday at 9.30am, our 'Coffee &amp; Chat' session at Eleanor House, Ilkeston! #autism #autismparents #Aspergers http://t.co/03uaPY5Pbl",2377,738,3189,5624,1
1466,The first participant of our @afa_gbautism has cleaned up and hit his target! Well done + thank you to Big D at @noizelevelcriti #autism,2377,738,3189,5624,1
1468,"These guys, The East Midlands Garrison - will be in attendance at our charity football event @Official_NCFC in May! http://t.co/bMugv5TPrz",2377,738,3189,5624,1
1469,"Today's #Autism Friendly screening is at @ODEONCinemas - 11.30am &amp; the @DWAnimation 'HOME'

http://t.co/TGKsenc20j http://t.co/xZVi5Fbtau",2377,738,3189,5624,1
1470,"A very Happy Mothers Day to you Mums out there. Hope you all have a great day!

#autism #Aspergers #autismparents http://t.co/LKHpPXFrRi",2377,738,3189,5624,1
1471,"It's called AUTISM.....

#autism #autism24 #AutismAwareness #autismacceptance #autismparents http://t.co/XoWjWEsK5G",2377,738,3189,5624,1
1472,"He did it.....£505 in 24 hours!! 'Big D' @noizelevelcriti. Thank you so much you're an absolute LEGEND! 

#autism24 http://t.co/fwr6lx0T7l",2377,738,3189,5624,1
1473,"£98 to go to hit the magic £500! 

https://t.co/KTdNYZw1Ki

http://t.co/n0Vur0kB9l 

#autism #Aspergers #autism24 http://t.co/JOvUd2ALC5",2377,738,3189,5624,1
1474,PLEASE RT: @susannareid100 @benshephard @JackO__C @MissAlexjones @officialkeith @CharityEventsUK @boost4charity http://t.co/ow1fpDYuiB,2377,738,3189,5624,1
1475,PLEASE RT: @AnnaKennedy1 @kwadepage @AutismAmazon @AutismDNews @RichardMylan @DavidGrantSays @catkinson80 @Autism http://t.co/NVjs2alkr9,2377,738,3189,5624,1
1476,Best of luck to @Official_NCFC against @officialbantams &amp; @dcfcofficial at @NorwichCityFC today! Three points apiece please! #youpies #dcfc,2377,738,3189,5624,1
1477,"Spotted in Vegas this week donning a 2014 Awareness For Autism Football Shirt! 

#autism #autism24 #autismawareness http://t.co/2hrhzBOXQu",2377,738,3189,5624,1
1480,@mrjakedwood Would you be interested in playing in our charity football match @Official_NCFC in May for #autism ? http://t.co/XpvJ9MpvXq,2377,738,3189,5624,1
1481,@IAmOkocha Would you be interested in playing in our charity football match @Official_NCFC in May for #autism ? http://t.co/OwzjlItGXC,2377,738,3189,5624,1
1482,@PaddyMcGuinness Would you be interested in playing in our charity football match @Official_NCFC in May for #autism ? http://t.co/pglAZCn7XB,2377,738,3189,5624,1
1483,@JohnBishop100 Would you be interested in playing in our charity football match @Official_NCFC in May for #autism ? http://t.co/YDTKW8bNMF,2377,738,3189,5624,1
1484,"Please join in at:
https://t.co/KTdNYZw1Ki for #autism.

#autism24 #AutismAwareness #AutismAwareness http://t.co/H4oKsudFiG",2377,738,3189,5624,1
1485,@llsonGnome haha....brilliant! @noizelevelcriti 👌. #autism24,2377,738,3189,5624,1
1490,"@laurenlovejoy6 @LouMull Thanks for coming on, it was great to speak to you. Will be in touch next week! #Squirrel #autism24 😉",2377,738,3189,5624,1
1491,@laurenlovejoy6 on air now talking to Big D on @noizelevelcriti #autism #Aspergers #AutismAwareness http://t.co/v2qQFKbz1g,2377,738,3189,5624,1
1492,@therealboon @Ricktw1tter @ChrisHelme - could we get a #autism24 selfie for the 24 hour radio show please @noizelevelcriti ? Many thanks! 😉,2377,738,3189,5624,1
1493,"#autism24 with Big D over at @noizelevelcriti . Raising funds and awareness via http://t.co/n0Vur0kB9l 

#autism http://t.co/g7ic6lIf1m",2377,738,3189,5624,1
1494,"Please send in a selfie to the 24 hour radio show for #autism 

https://t.co/KMoqqbYV7c

#AutismAwareness http://t.co/RCa5qJOgdv",2377,738,3189,5624,1
1495,"@Slash Do you fancy a Skype call to Big D @noizelevelcriti for his 24 hour radio show for #autism 

http://t.co/OGxXiI6s6H",2377,738,3189,5624,1
1496,"@RealAliceCooper Do you fancy a Skype call to Big D @noizelevelcriti for his 24 hour radio show for #autism 

http://t.co/OGxXiI6s6H",2377,738,3189,5624,1
1498,"Dig deep for Big D @noizelevelcriti as he embarks on his 24 hour challenge 4 #autism in less than an hour! 

http://t.co/OGxXiI6s6H at 5pm",2377,738,3189,5624,1
1499,@RealThomasInce Would your Dad be interested in playing in our charity match @Official_NCFC in May for #autism http://t.co/QAchTUjGd7,2377,738,3189,5624,1
1500,@IamMSilvestre Would you be available to play in our charity match @Official_NCFC in May for #autism ? http://t.co/An64fpP2Wg,2377,738,3189,5624,1
1501,@IamMSilvestre Would you be available to play in our charity match @Official_NCFC in May for #autism ? http://t.co/An64fpP2Wg,2377,738,3189,5624,1
1502,Depression Treatments: I knew I was different long before I was diagnosed with Aspergers - Irish Examiner | http://t.co/rC2CVz49T6,476,1235,0,21533,1
1503,Depression Treatments: Moderate banana consumption reduces risk of kidney cancer - FreshPlaza | http://t.co/oElRSWe0gE,476,1235,0,21533,1
1504,Depression Treatments: Reframing Climate Change: A Public Health-based Climate Change Framework - The National Law… http://t.co/VYzi2O99af,476,1235,0,21533,1
1505,Depression Treatments: The Wolf of Wall Street - Gapers Block | http://t.co/cNZf1ljesp,476,1235,0,21533,1
1506,Depression Treatments: Cheney reveals defibrillator altered to thwart terrorists | http://t.co/ZegbfnofMC,476,1235,0,21533,1
1507,Depression Treatments: New Hair Loss Treatment Uses Baby Foreskins | http://t.co/kbiMgEPusa,476,1235,0,21533,1
1508,Depression Treatments: Understanding and Treating Bipolar Depression | http://t.co/yxdadt9FiZ,476,1235,0,21533,1
1509,Depression Treatments: Can Depression Treatment Benefit Heart Health? - Healthline | http://t.co/M7bJEx53XE,476,1235,0,21533,1
1510,Depression Treatments: Harvey: Adderall's long-term side effects are not worth it &amp;mdash; try a natural ... - Oreg… http://t.co/3MfbPhccbh,476,1235,0,21533,1
1511,A Republican Senate May Mean Tough Days For the... - What About Depression | http://t.co/a6v2SFYH3B,476,1235,0,21533,1
1512,Depression Treatments: Interactive computer program helps patients talk with physician about depression - Science … http://t.co/KUAqje0qkB,476,1235,0,21533,1
1513,Depression Treatments: Non-invasive depression treatment gives hope to sufferers: Special Report | http://t.co/NEciudOsbM,476,1235,0,21533,1
1514,Depression Treatments: Coping with anxiety: CNN's mental health expert Dr. Charles Raison answers ... - WPTV | http://t.co/CBGcfV1Dr7,476,1235,0,21533,1
1515,Depression Treatments: Daily Checkup: Traumatic brain injury - New York Daily News | http://t.co/EVoCwixusp,476,1235,0,21533,1
1516,Depression Treatments: School lunches in pictures | http://t.co/lGCdjJIypF,476,1235,0,21533,1
1517,Depression Treatments: 5 Blood Tests You're Probably Not Getting--But Should Be - http://t.co/gv1qiZRCs3 | http://t.co/UlXNst5Sf5,476,1235,0,21533,1
1518,Living with Binge Eating Disorder – http://t.co/SZ0hTSFRcn | Depression Treatments | http://t.co/lG93sYB7MM,476,1235,0,21533,1
1519,Depression Treatments: 9 Things to Do or Say When a Loved One Talks About Taking Their Life | http://t.co/j5HdSgPMS5,476,1235,0,21533,1
1520,"Taking omega-3 helps reduce smoking, study finds -... - What About Depression | http://t.co/e9RRJDPH8t",476,1235,0,21533,1
1521,Unknown Title | http://t.co/IepjLPqPat,476,1235,0,21533,1
1522,Shepherd treasure trove of memories to go on sale | Depression Treatments | http://t.co/ogrkIAFPBS,476,1235,0,21533,1
1523,Inside The Secret World Of Teen Suicide Hashtags – BuzzFeed | Depression Treatments | http://t.co/lmHfeAAuRx,476,1235,0,21533,1
1524,Doctors Study Integrated Depression Therapy For Cancer Patients – PNC Voice | Depression Treatments | http://t.co/vghGn2ML6X,476,1235,0,21533,1
1525,Depression Treatments: Tropical Depression in the Gulf - The Weather Channel | http://t.co/rmoALZCvKq,476,1235,0,21533,1
1526,Becker Morehead (beckerabvr) - The Top Link | http://t.co/szMkS9ebNk,476,1235,0,21533,1
1527,"beckerabvr's bookmark for ""Stop Eating All Refined Sugar And Replace It With A Limited Amount Of Honey Or Maple Sy… http://t.co/45LMAcOcwt",476,1235,0,21533,1
1528,Depression Treatments: Intergrating Siddha medicine in Malaysian primary healthcare | http://t.co/eVoKqaJZOJ,476,1235,0,21533,1
1529,Travel Guy Forever: Guidelines To Help You Battle Your Depression | http://t.co/Cz70aKDhnS,476,1235,0,21533,1
1530,Tom Melton's Personal Blog: Are You Currently Dealing With Depression? Look For Help! | http://t.co/X6R3ZhAgZv,476,1235,0,21533,1
1531,What's Trending Today: Tips On How To Naturally Cure The Blues | http://t.co/7i4KovtNQX,476,1235,0,21533,1
1532,Travis Travels: Picking Up The Pieces After A Depression | http://t.co/O6YRX7yUeP,476,1235,0,21533,1
1533,Woodshed Discipline: October 2013 | http://t.co/kjRk3lYQIk,476,1235,0,21533,1
1534,Unprecedented detail of intact neuronal receptor... - What About Depression | http://t.co/o1Ihj9TiE8,476,1235,0,21533,1
1535,"Depression Treatments: Philip Larkin: Life, Art and Love by James Booth – review - The Guardian | http://t.co/AxP7xf9cM0",476,1235,0,21533,1
1536,"Therapy plus antidepressants help patients with severe, nonchronic depression | Depression Treatments | http://t.co/RuJtpoApgm",476,1235,0,21533,1
1537,Depression Guide: Helping People Daily | http://t.co/8Hszu63Hqa Website Value | http://t.co/KburgaEtlG,476,1235,0,21533,1
1538,Practical and Powerful Ways to Beat Depression Naturally - Zapprep - Getting Ready for Healthy LifeZapprep  – Gett… http://t.co/lkZDBGaKor,476,1235,0,21533,1
1539,Beating Depression – Exercise and Other Ways to Help Keep Your Mind Healthy - Web Blight Health TruthsWeb Blight H… http://t.co/CFL8serH8T,476,1235,0,21533,1
1540,Need To Lose Weight? Read On For Helpful Advice – Ab Workouts for Everybody | http://t.co/025tP778dy,476,1235,0,21533,1
1541,Why Diet And Exercise Play An Important Role In Melancholy - by walteryxxv - Newsvine | http://t.co/RIWBa7f0Hb,476,1235,0,21533,1
1542,"http://t.co/3a6EHlZTkW - Alexa website ranking for Tuesday, 22-Jul-2014 Page 70 | http://t.co/B09tSrH4tB",476,1235,0,21533,1
1543,Postpartum depression | Depression Treatments | http://t.co/YhxUVrUzOa,476,1235,0,21533,1
1544,Difficult Time Dealing With Depression? These Tips… | Cuzo | http://t.co/p3zRiGNo3O,476,1235,0,21533,1
1545,Depression Treatments: Nexalin Technology Featured on CBS News | http://t.co/w11POBvUDi,476,1235,0,21533,1
1546,The case for India | Depression Treatments | http://t.co/DnF2XI4t7Y,476,1235,0,21533,1
1547,A Treat and a Treatment: 'Contained' Water Jets Plus Heat Equals Pain Relief | Depression Treatments | http://t.co/gJloj9e875,476,1235,0,21533,1
1548,"Being Happy By Design Twingly Blog Profile
 | http://t.co/7alVvNYwFP",476,1235,0,21533,1
1549,Depression Treatments: Chronic Prostatitis Pain Should Get Localized Treatment with Dr. Allen’s Device in the Firs… http://t.co/vfErIy8tMl,476,1235,0,21533,1
1550,"A Hepatitis Outbreak in Kazakhstan, a Fight Over Green Energy in Romania – Transitions Online | Depression Treatme… http://t.co/ZiGFMzXv8Q",476,1235,0,21533,1
1551,‘Mini-human brains’made from stem cells | Depression Treatments | http://t.co/ii4f0GG1Du,476,1235,0,21533,1
1552,Depression: How do Men and Women's Symptoms Differ? | Depression Treatments | http://t.co/gqRFZCaAl4,476,1235,0,21533,1
1553,Ask Dr G | Depression Treatments | http://t.co/vjDRWUzBYU,476,1235,0,21533,1
1554,Ask Dr G | Depression Treatments | http://t.co/DcJkg9CMyO,476,1235,0,21533,1
1555,Turning Around Sex Life with Natural Male Enhancement Pills – Cure ED Without … – SBWire (press release) | Depress… http://t.co/5VKS6cJyis,476,1235,0,21533,1
1556,my daughter’s losing her hair at 38 – Daily Mail | Depression Treatments | http://t.co/TeoBgnJuwS,476,1235,0,21533,1
1557,A Psychologist’s Deceptions About Prison Abuse in California – CounterPunch | Depression Treatments | http://t.co/gpO7YBhZG0,476,1235,0,21533,1
1558,Teva Pharmaceutical Industries Ltd Stops Production of Depression Treatment … – Parent Herald | Depression Treatme… http://t.co/ZEeJdqRYY3,476,1235,0,21533,1
1559,Escape the monsoon doldrums with light therapy – Myanmar Times | Depression Treatments | http://t.co/GUWfNmbU71,476,1235,0,21533,1
1560,A Childless Generation? | Depression Treatments | http://t.co/bKpp0lAfV7,476,1235,0,21533,1
1561,Scientists grow “mini human brains” from stem cells – The Moderate Voice | Depression Treatments | http://t.co/1XrWloxaJf,476,1235,0,21533,1
1562,"Review highlights links between problem gambling and substance abuse, and … – EurekAlert (press release) | Depress… http://t.co/Nx38acUliu",476,1235,0,21533,1
1563,PRESS RELEASE: Chronic treatment with Addex Dipraglurant Rescues Impairment of Long-Term Synaptic Plasticity in a … http://t.co/i1eBkEwEnu,476,1235,0,21533,1
1564,Fast Fixes Lurking in Your Kitchen – Fars News Agency | Depression Treatments | http://t.co/gT3MzMqb1C,476,1235,0,21533,1
1565,"Apps can help relieve stress, anxiety – Sydney Morning Herald | Depression Treatments | http://t.co/1V1hBU2p9U",476,1235,0,21533,1
1566,Training can cut risk of nearly all age-related diseases – The Missoulian | Depression Treatments | http://t.co/DZSFqtrDBt,476,1235,0,21533,1
1567,Parents ‘Angry &amp; Regretful’ Over Twins | Depression Treatments | http://t.co/9x97MtgNVl,476,1235,0,21533,1
1568,New Research and Perspectives on Treating Major Depressive Disorder Shared at Pri-Med East Conference | Depression… http://t.co/P9HL7JTAwJ,476,1235,0,21533,1
1569,Cannabis may provide novel ‘cure’ for prostate cancers – The Guardian Nigeria | Depression Treatments | http://t.co/j6pgIXVgyA,476,1235,0,21533,1
1570,The Ultimate End-of-Life Plan – Wall Street Journal | Depression Treatments | http://t.co/aG5rFQR0md,476,1235,0,21533,1
1571,Natural approach to depersonalization disorder – http://t.co/qIF5Y2k4uw | Depression Treatments | http://t.co/oRoc7anQL4,476,1235,0,21533,1
1572,Insiders Sold These Stocks on Sep-5 – MarketsNTrade | Depression Treatments | http://t.co/90sWz50wwJ,476,1235,0,21533,1
1573,"Continued Therapy Works As Well As Antidepressants In Preventing Depression Relapse, Study Finds | Depression Trea… http://t.co/mIvHkLRLLo",476,1235,0,21533,1
1574,"Apps can help relieve stress, anxiety – Sydney Morning Herald | Depression Treatments | http://t.co/5qKIpy6Rxq",476,1235,0,21533,1
1575,America’s Welfare State Is Not Working Nearly As Well As It Should – Business Insider | Depression Treatments | http://t.co/4fBWBdn7Sa,476,1235,0,21533,1
1576,How to Get Rid of Fatigue | How “End Tiredness Program” Helps People Re-energize – V-kool | Depression Treatments | http://t.co/2xlS3c5kpF,476,1235,0,21533,1
1577,How to Get Rid of Fatigue | How “End Tiredness Program” Helps People Re-energize – V-kool | Depression Treatments | http://t.co/RdgoaQnq1Z,476,1235,0,21533,1
1578,Brookhaven Retreat Observes Suicide Prevention Week | Depression Treatments | http://t.co/9kH565xVZm,476,1235,0,21533,1
1579,Brookhaven Retreat Observes Suicide Prevention Week | Depression Treatments | http://t.co/vgq4hf7bPi,476,1235,0,21533,1
1580,What is aloe vera? – Medical News Today | Depression Treatments | http://t.co/dewoD7XSzn,476,1235,0,21533,1
1581,What can be done for depression? | Depression Treatments | http://t.co/8sxU4nY4W7,476,1235,0,21533,1
1582,Teenage Pregnancy Approached Differently – Guardian Express | Depression Treatments | http://t.co/z6JH0dKPGD,476,1235,0,21533,1
1583,Natural Leaky Gut Cure Review Reveals Effective Home Treatment | Depression Treatments | http://t.co/1d1Givj2EQ,476,1235,0,21533,1
1584,America’s Welfare State Is Not Working Nearly As Well As It Should – Business Insider | Depression Treatments | http://t.co/1zRw6PKitw,476,1235,0,21533,1
1585,Brookhaven Retreat Observes National Preparedness Month | Depression Treatments | http://t.co/uyoqxS1Qfw,476,1235,0,21533,1
1586,"Natural Rosacea Care Leader, Probiotic Action Offers New Probiotic Cleanser for Rosacea Patients Following the FDA… http://t.co/hZOCDXp7hK",476,1235,0,21533,1
1587,"Natural Rosacea Care Leader, Probiotic Action Offers New Probiotic Cleanser for Rosacea Patients Following the FDA… http://t.co/kzGsztC8sW",476,1235,0,21533,1
1588,Bob Davis: Two sides in need of a settlement – Anniston Star | Depression Treatments | http://t.co/B6gIVQQWgz,476,1235,0,21533,1
1589,What is aloe vera? – Medical News Today | Depression Treatments | http://t.co/gYNQXayLem,476,1235,0,21533,1
1590,What is aloe vera? | Depression Treatments | http://t.co/eIPsgHNR47,476,1235,0,21533,1
1591,New Urbanism takes root in the red Georgia clay – Sarasota Herald-Tribune | Depression Treatments | http://t.co/eToGsE9u58,476,1235,0,21533,1
